Name sim701
COMMENT : UAV simulation (olivieri)
TYPE : TSP
1193 4709.495438191008 273.03808280155073
1194 1515.3586988289474 5357.233385095009
1195 4354.720572614477 2216.3465750075525
1196 4319.1450563589715 428.0167085198808
1197 12796.672122517828 9487.564391087928
1198 5580.960016422637 6170.886391022497
1199 7277.911337634003 10160.94834868666
1200 8420.14324382256 3046.2622733298304
1201 10648.899113398245 5518.547497316459
1202 5923.908058743382 6022.402636194159
1203 11072.91647100399 6098.77275789301
1204 2520.893094256726 9525.795189751285
1205 7749.131272969775 11107.96863867259
1206 1759.6547810746904 10563.340284173131
1207 7471.591966890834 5577.4666345247515
1208 4792.7941325415895 1354.373977633203
1209 1909.3125264793039 7223.790806251683
1210 10762.911025667432 12338.894768875674
1211 11466.239143523182 7701.134124172543
1212 9588.344279009812 11612.926618372987
1213 6459.781475397329 8822.917047657947
1214 9354.66132615598 1682.7704070217005
1215 2142.716826103986 5373.186991766967
1216 10632.114148187422 9926.973382020627
1217 11785.66029861318 12328.812411007886
1218 9559.79676275934 3308.1566204666346
1219 2635.9287916205517 9669.868789660288
1220 8463.982709981528 4686.41780871864
1221 12073.509206445384 9468.314197808499
1222 1111.146353244047 2551.844344466177
1223 2695.967311637948 11613.986975009379
1224 5435.4106576315235 7115.7425101767985
1225 10381.53089149616 5362.16860695088
1226 10725.689450205184 5478.508560599522
1227 2603.195421025692 2868.3836248836164
1228 7809.535623772869 12026.63856299047
1229 9396.600945343578 8013.819115292258
1230 728.7274019187264 12302.19185239977
1231 5420.547876985135 11118.676995671101
1232 5765.868591514015 10335.099251191154
1233 11491.409750533388 11590.982449343535
1234 8451.801112196137 11832.017537570904
1235 8821.332758324646 5164.803122343836
1236 9360.374189012384 12675.012644433335
1237 2944.9934634423935 12144.540108689167
1238 8080.129560195295 3899.1669842673864
1239 11980.815897073608 8990.890963303309
1240 741.7156673131229 1690.2794106166202
1241 4439.9414377687535 6659.279649078109
1242 6875.355431330982 7972.148018737441
1243 4269.865927507785 333.0009643699787
1244 4174.44521592811 6837.49141478029
1245 199.55179591068296 7581.0124266645635
1246 6949.376116538074 6417.390872099525
1247 9738.945922121402 4514.258707344667
1248 10669.92109392172 4781.200311938104
1249 3378.226662863509 4214.605982496719
1250 15.04303473158497 8112.196926974689
1251 4630.728915330798 4566.913613562909
1252 4275.734458704426 1713.807327100849
1253 11568.38061018993 637.4551535784141
1254 9789.50937601011 5367.077002316998
1255 9409.621444151566 6910.858726459962
1256 2324.423786571517 7182.106045308276
1257 12537.147722667936 3022.9268933028293
1258 4976.0087361590995 3364.507827178899
1259 10046.47366578216 7108.134085536275
1260 12192.261413766266 2252.50930806036
1261 8556.166743481666 1518.3111204747258
1262 2999.8434808523575 5571.136371152689
1263 3546.7606656236258 6462.95446176101
1264 5368.8923198284765 8096.992329542134
1265 4937.726126830381 8071.805702834438
1266 11924.368118977109 10830.46814025616
1267 10960.511481659938 12486.786194527001
1268 12888.604161127483 331.780320163209
1269 2640.551262689705 6853.0681848727645
1270 7222.7456517630835 3093.0647474139496
1271 8362.272880167287 11498.007798169225
1272 7424.015940656637 2690.8157333901745
1273 12058.511925155968 2161.8665307245224
1274 331.2580122664217 8991.286575729984
1275 2539.383536958855 8875.682468174364
1276 7592.956670242068 7866.0341013958205
1277 4355.535599121965 969.3592642063386
1278 12159.954082769054 2715.610202292228
1279 376.84517484573223 1736.9778330963309
1280 11279.327706983364 596.4796043439395
1281 5960.003864997032 4486.535630208092
1282 1986.4155329264397 12899.551267255092
1283 1177.065052372335 12057.760791732735
1284 5018.717117494987 10338.294472283666
1285 12081.91584964145 8404.347418651727
1286 408.4213510705269 9470.223908803906
1287 1402.7611005268466 12505.899004132778
1288 749.5582989028168 7097.606681301317
1289 9281.291020928176 9671.570451330812
1290 4581.298581604825 9506.803752877435
1291 2480.6067310449157 3258.3571135046946
1292 11044.751152576799 9154.38833159798
1293 1815.6923496119537 717.2892711274086
1294 6358.751213504794 5310.7398348920215
1295 3675.520018229875 12487.087833618902
1296 11202.581400935633 4973.8393279635375
1297 8261.68915312365 7780.494042635751
1298 2405.320809597169 1046.7292617544783
1299 2017.8602300820216 9162.977452075696
1300 2854.813739794469 2277.135098431915
1301 7416.873066933265 12275.545301594602
1302 11569.524172703626 9101.414965727896
1303 6092.626246739516 5540.95845174739
1304 12949.944725067326 11650.215427980935
1305 3681.453557320947 8832.421769388568
1306 5736.710655958717 11844.354200748936
1307 1235.3533612614474 12546.97550340363
1308 3518.7719217461267 2111.828464608004
1309 3981.4246232298674 1943.8574932269337
1310 9405.327679965843 3530.7958595899318
1311 8309.353214480181 4229.108361095012
1312 3436.626998824099 6050.055706605006
1313 287.14458459296844 9423.194952815671
1314 1735.4967159479213 10748.114251624042
1315 5010.190778308008 6061.117491503209
1316 7234.465430460338 7057.748513048369
1317 4999.887503722365 5943.419698724805
1318 5052.612668758825 4505.0467901182665
1319 7685.399898699786 4481.707910837431
1320 8241.776394208207 8790.229311378433
1321 9725.812439049718 9663.735194523348
1322 12673.512438371257 8972.116815037258
1323 3559.775912261454 1300.80104800637
1324 2296.2062369222663 2108.943240487098
1325 4105.90094725471 6014.160918597647
1326 12855.995881043506 5955.270371595533
1327 3979.5294899607497 1367.3392531070747
1328 12445.67245802001 3218.0893643384566
1329 1940.1457523042645 5657.678272051511
1330 4922.480696360429 4434.760849816926
1331 11538.578936081805 11143.158466746389
1332 6318.753731667555 751.2658698833492
1333 12094.269867767043 3899.462060141637
1334 10858.570296476555 10751.311564487067
1335 9200.269454469604 12077.45899640153
1336 10089.133014423107 4015.156156568918
1337 11927.261706079622 2062.7243213703055
1338 10937.319961201 2271.5850473076807
1339 4777.790508180454 5926.406525321257
1340 11209.878969334688 10847.29284635793
1341 10228.000327678865 7600.702557093576
1342 8169.977526383226 10614.996976099812
1343 11386.58278716844 11412.391459880791
1344 12343.343818458976 2794.925168695702
1345 3899.2599474061562 10964.32620636791
1346 633.9832312364907 7773.896442263844
1347 3732.0079441325333 11867.481549760842
1348 4162.461208219476 572.0243279007007
1349 12877.368722815962 5495.088672873618
1350 7979.010686653324 6709.154258787758
1351 10345.568254564656 12755.60005173846
1352 4949.221715283067 8001.457828296891
1353 4025.806583204704 2862.659039210704
1354 2661.826519548916 11253.18110686904
1355 11132.952751137538 7217.952457981667
1356 6166.114129677917 899.3635871195371
1357 11991.022257442444 12816.763584274408
1358 2710.75191443485 12402.413833427507
1359 1847.193985888705 2036.2450045385076
1360 4426.305396811993 3608.7529702191036
1361 1258.7500945488498 11272.869398712564
1362 1070.5099029996945 10331.296249879239
1363 5350.217297504568 12658.21633433414
1364 4538.345902251917 139.37929519031667
1365 4899.109450249696 2001.1983738787214
1366 7828.235133443166 5709.789741864864
1367 7776.060247705221 4180.018072335452
1368 11551.180826382757 2120.8977406519143
1369 12738.766942882727 7438.607249297285
1370 3871.4298734828362 11156.441880595808
1371 8959.046912902828 5429.976050954423
1372 6975.246794777346 1026.3498162899978
1373 7948.442511595737 9392.862672057456
1374 10778.646562509372 6909.044568067418
1375 2740.195954282327 2548.2597104581555
1376 11605.436391689114 3373.0044344160387
1377 8284.04103306892 6658.839495121081
1378 3993.6813448120956 2044.9163962582209
1379 5015.147830480143 1706.9971270521096
1380 2621.7121839357337 12857.58612249861
1381 10469.690913992074 8816.1804694282
1382 10584.052216180078 1832.8336819632746
1383 3636.8843614143525 3865.3588348148246
1384 1893.1492388582658 8632.9227079926
1385 12460.971318671147 9727.942360486315
1386 8134.553286401532 10048.650765691295
1387 6536.531915752384 1704.1487658685996
1388 5661.192723358079 11183.039043765484
1389 5576.606640125855 509.762673167753
1390 3675.5205588517574 8134.431189559714
1391 1027.9032719556185 5503.737338335968
1392 736.9140389274068 6989.078311141725
1393 10004.553818864946 12948.526442656994
1394 12692.387431076006 12024.722386135429
1395 5924.980100887423 1545.6843634840138
1396 297.2800429842463 9923.924252639927
1397 3778.5992130651116 10442.436401392775
1398 4357.5006644807 7041.282425147084
1399 7489.3377524846155 8127.046006589961
1400 12214.953291673011 12500.850639583312
1401 5466.966418112482 12173.472262890959
1402 1198.986393176413 8746.034912348574
1403 2021.0193762482304 11772.69302399105
1404 11537.42718979899 2881.480259743337
1405 1426.2680515077193 1658.264964300163
1406 8913.142429679641 4346.649203601584
1407 4949.228145459917 3187.0172035649575
1408 4450.703332227646 4817.243753532306
1409 4071.939455668011 145.3435211228191
1410 2422.6169976839456 3743.3114966936682
1411 6482.256713159445 6317.379177674811
1412 2375.7078180932017 9601.824695138626
1413 3139.161819846364 7973.415423615643
1414 9695.635221844428 12766.722883309818
1415 7867.097952905816 3215.2308721297054
1416 2851.1456008304763 1880.8397724081133
1417 4485.104329187447 10549.583131222778
1418 1689.5537990162652 12751.848931770191
1419 3434.5158227204106 2151.931604571565
1420 12191.076712699314 9088.291154922115
1421 10233.270692988417 12029.522966982982
1422 2032.0249049621439 7841.955686475557
1423 10855.36046934689 5696.300139939523
1424 5155.490696010925 3529.320052117961
1425 5310.726735482745 11031.663029181027
1426 1303.053925843854 9667.462756698667
1427 8283.906120653644 2710.9253001519883
1428 5678.9941106428405 4967.38884362344
1429 5031.225966487386 1294.1449906489215
1430 4313.9942367352105 7474.2728833527535
1431 11498.077401088642 3115.2463109981527
1432 5809.388470897783 8819.306496922833
1433 1767.388146175469 3585.212729445695
1434 1923.7632764072907 3385.615073590623
1435 9358.685278643889 5159.741030595283
1436 4203.586860689344 12449.597107620959
1437 4849.06660511635 6371.802814930546
1438 10834.746484218826 2959.8167062647562
1439 4553.299949765796 9739.123197200299
1440 3010.2006307540705 11770.493247252725
1441 12718.89951774747 11076.411798816884
1442 5961.118957818179 10069.009122509906
1443 12764.890839316671 1243.2575037872598
1444 11038.139709487668 5358.907003306691
1445 8910.366876316206 5683.802461674261
1446 5874.8723982128795 11638.182587839601
1447 3262.567501971136 9595.743169240499
1448 4717.547336148336 7347.2436861984925
1449 9064.098244038785 8203.9146049582
1450 6462.704711070445 12251.726555358257
1451 7335.034549154592 4407.6504484215375
1452 12809.087314810906 672.4298067796867
1453 9588.044181014517 6021.310352864717
1454 2200.4002464459154 11377.953107449855
1455 1643.2941833775344 2933.8102996972475
1456 12912.362603255813 5015.187098774837
1457 7824.782953299172 11775.688704664837
1458 5720.48368020906 8168.631984536311
1459 10980.883181218995 3101.183935622426
1460 7074.251266864225 8011.586152404304
1461 6839.254330340199 4667.995796853937
1462 5598.931557448455 5040.568176223484
1463 7179.921141456209 6128.84813550816
1464 10047.935996549531 5568.907656141175
1465 12190.195277476669 10336.666100058885
1466 536.7166556640325 10496.255810593066
1467 3151.2532558645116 6509.124885862567
1468 12003.412155363507 10367.844522287161
1469 5298.559953524498 3698.5240126218587
1470 4361.972578039452 5890.635539513981
1471 3296.9691652044226 12369.386481415424
1472 6740.251811955498 7883.0753147545865
1473 11276.20666561123 11398.876329783925
1474 10528.556930904999 100.99254574565508
1475 7783.578736481201 6484.070948453894
1476 10703.41172810689 11504.24118930628
1477 5328.132544702578 765.3294089769239
1478 12036.793618796448 307.0193671228625
1479 11414.124096270247 8456.43127143458
1480 1352.8572376390007 7589.355311777278
1481 3091.5352039709073 3409.860444713735
1482 6952.177938385712 3338.0815353123894
1483 6087.512727353103 11839.560742630294
1484 5687.791049349674 532.6803545442991
1485 7524.985727177026 1873.6719275655912
1486 947.8235518255418 11294.712452154828
1487 976.2644321569613 7179.099840467858
1488 8210.992733503283 7959.367321038304
1489 8546.432599345362 401.36978648646306
1490 7990.953713079636 9167.018256570116
1491 11185.23808856496 10644.970928810542
1492 5987.573165090544 9297.488434776262
1493 4708.039358906326 2026.2227465470955
1494 2655.7660420464335 7724.329889288465
1495 12896.04119116768 9223.854095581395
1496 8435.722270695025 55.65449500443454
1497 6426.864862380621 8151.924181967975
1498 225.4091705580118 568.4246599540539
1499 2177.0905696003856 1811.3362786006867
1500 4344.186642264978 6954.517215715417
1501 5890.4745727924965 8869.445159720266
1502 10480.726804134381 3652.1231195925448
1503 3814.3136406082313 429.00625119258206
1504 12961.228864014227 3076.46233378091
1505 1492.2797191437478 367.52738486595393
1506 1060.745223281016 6740.90745974517
1507 4495.948756312361 9298.674578262511
1508 8083.601151060172 1012.3205276140897
1509 12335.165606821281 2136.3483178098077
1510 11568.77307726586 12882.103860022613
1511 2245.4016905851363 832.8783106909964
1512 6414.503851849862 5109.8426511477355
1513 10940.577920548467 5595.150608081073
1514 6481.760944161522 11903.348313332795
1515 2519.146532215255 10019.894829993065
1516 3818.9544672833968 12805.172766978543
1517 9132.204001214728 905.4308814519687
1518 11186.081812251186 1996.9897903424223
1519 8534.541526262248 7348.726559098429
1520 8843.683728560009 5046.97634764111
1521 11240.711871144204 5116.203818018692
1522 11099.232339537999 3466.4062082836995
1523 5792.011310076068 6585.698503851084
1524 11566.77731000778 5108.424173417935
1525 3421.1229543622035 1463.1665817871221
1526 4127.069734065245 5331.996478479594
1527 2920.4888037117275 11426.146197676026
1528 3689.629976552614 5351.116540012445
1529 7212.846447004547 1046.176111008406
1530 4378.739299460281 3342.6599576496687
1531 7721.013376700024 7698.823316150531
1532 8692.094712829268 3695.8523947740623
1533 8138.8744942160165 1682.6612212921762
1534 2513.8674595808766 2252.1380628583365
1535 9616.665119782612 5437.485892819572
1536 12603.170346023408 3506.301852202015
1537 9691.025051418974 577.2610150848071
1538 8324.440450749236 6518.0236698071
1539 9513.933592955464 7434.714079410342
1540 9938.010641503273 1717.610666821662
1541 12064.510529811747 1952.215330415973
1542 1727.1391902229607 12880.471061653432
1543 2063.8110873730798 3047.5052467400933
1544 5602.03557414715 6291.972651129451
1545 4255.119866424833 3033.041146279554
1546 11591.920636920766 8527.636144526237
1547 560.8811155850248 11274.167815592908
1548 11812.923976980832 10333.196776406865
1549 9382.28892229545 10034.026779577702
1550 12082.620899072097 7804.879406347927
1551 2968.691295939219 5372.047192420886
1552 4341.275146917192 9442.303491236276
1553 5351.344815079982 9038.073432404457
1554 5435.364109067841 7674.762013135866
1555 8809.689965945336 9535.616201729428
1556 620.7097951751788 9146.17786723696
1557 1218.2030608243024 1915.416990030737
1558 350.5586159218733 5384.867809965897
1559 4908.004745529809 11404.460130853897
1560 9528.204799056268 11481.316334577816
1561 6869.800322342632 12675.758369218975
1562 1424.2597696008124 4050.4778433262954
1563 10223.347905856039 420.68790726946247
1564 8885.43146465284 12064.692389061453
1565 883.5425106428609 11898.3392883887
1566 11294.681331919437 109.1366615005852
1567 264.32937979507966 3305.3015581498835
1568 5981.885655140986 3233.7759993276545
1569 4679.050939991425 9134.487013241487
1570 11429.63837198844 1854.1340071236025
1571 2819.455199119435 4173.052663448148
1572 5670.587145978535 8087.737423136025
1573 10325.485798767939 7427.167564520334
1574 7730.701259473244 1503.9375748199357
1575 9994.097327955247 4055.3221170893153
1576 12837.133559076776 4511.865415255997
1577 6617.731670711185 11342.071425799691
1578 9379.840611066604 8514.605000373898
1579 4791.714324143811 9850.546774098393
1580 4292.884009543082 4517.233925938164
1581 284.7221409830305 10154.767847966968
1582 7604.348518029013 8092.210270052408
1583 727.6003714411091 5971.732494552715
1584 3393.0612070771112 11477.643301335671
1585 10443.18793107928 4088.4563405965177
1586 11285.814457336422 11112.313007102599
1587 9213.452284248719 4210.578808759956
1588 3930.5456927545256 10095.874830869447
1589 4660.10763102249 1746.8490254382327
1590 4588.935499694016 903.5006905954799
1591 8701.027088069917 10587.749387386084
1592 106.14988784791768 4181.282037752232
1593 8237.144794862947 11136.711183073616
1594 7035.94783727723 1602.0397216686388
1595 5823.1748376494015 11208.818286954289
1596 5626.149412863233 3570.7553299416086
1597 10580.35017735018 10924.596670545458
1598 3702.452948718219 2034.6606463195135
1599 9020.53196432915 4395.424507860839
1600 227.85363884604848 7775.088928617175
1601 10768.409875217227 8822.303507005461
1602 10460.428039352713 5336.51490266539
1603 11392.148482245817 5611.164351041153
1604 5183.996900295491 11182.781945432245
1605 1682.7261901165266 11245.5867894737
1606 9444.195914538877 9761.328498679222
1607 4758.335991480464 6951.754207289623
1608 11586.733978318418 5903.305528219199
1609 7312.603937473106 4640.654526326898
1610 165.13646603194633 2390.7885354542314
1611 11174.01726581721 6218.995299374951
1612 8462.014600190887 581.8647500997884
1613 5098.830277442156 122.98248517636657
1614 11950.924324408392 11700.190984590316
1615 4380.855742899842 2848.0700083705715
1616 10015.12666598503 11767.690939123882
1617 10428.926506831924 1322.9750956158275
1618 4635.070886363919 8187.38263217129
1619 12936.449288172245 4207.701594914552
1620 10558.184013861379 667.890508234161
1621 5647.353205008214 5583.008794072597
1622 3672.5514924346758 4522.026663359017
1623 11008.867615824724 11042.710917978007
1624 6920.338845787555 4368.8854983925285
1625 10193.95017522546 8900.38262351875
1626 107.30245342170464 7922.225478076221
1627 12074.814929263168 6078.497022121496
1628 10391.506732476808 11857.476059540271
1629 6733.893446118532 1260.7127658483964
1630 7067.364923623639 715.5299212314812
1631 4009.700166907143 12056.977036111814
1632 12500.37744242143 9423.554561347539
1633 392.4475785011758 7256.300178267315
1634 4713.460609730311 11291.367258810027
1635 4307.895156685709 2723.513706741894
1636 2177.498642096637 12276.50436729305
1637 10457.799125934562 9134.001715760518
1638 2816.778541205888 2901.917955001766
1639 10421.460256168188 12534.363589287535
1640 5104.210458229739 6457.314998038092
1641 5165.248428778764 8667.137107283012
1642 11391.752757564158 18.475034553404157
1643 455.6233025788842 1104.176639882346
1644 2298.2143654809374 1378.4411967555168
1645 1426.041812746284 6495.9638143176735
1646 12059.616821535377 4200.315213798142
1647 12709.287865903738 6663.077809805937
1648 4236.556230723993 6573.443336973103
1649 8614.129023416766 5831.248943146436
1650 68.51142979806058 8683.11180710545
1651 10798.855757619955 8042.861677539394
1652 1066.804943264593 9488.432714432529
1653 5774.120122270587 7665.470336336217
1654 1145.9289962665805 8143.9246942299
1655 11353.643759416062 9961.834496027439
1656 6707.208108762951 8397.362747252597
1657 1863.7318091505283 6886.1799859452785
1658 9609.276225627827 7349.794546432712
1659 5521.175359558907 11627.830719841833
1660 1886.6061393409545 1773.1848798781277
1661 10893.995750130913 1936.0579227919836
1662 5410.334774673431 9646.975143991722
1663 1770.6291078533113 2928.9363556769463
1664 424.88631449792655 7696.913798832406
1665 11080.517616555275 7914.188658858591
1666 3039.4038279896636 8497.833985557454
1667 732.7256359990513 5731.453077757898
1668 11304.757273597372 8136.622983478201
1669 12369.061448230437 1263.0940517673969
1670 10464.902070397753 8522.452600532293
1671 2064.3338888578555 12054.631286717708
1672 10335.624642830871 2178.4058046231357
1673 8948.747368535265 436.05011609711363
1674 534.2127858491774 1751.9570555030734
1675 3576.0763857114653 12141.704213230401
1676 12460.352034865839 4541.334720222582
1677 12616.137748719684 9189.221166189049
1678 511.55469861868295 10050.612487342793
1679 8111.218803043305 9696.755603546144
1680 1005.6851214993278 10958.447678990358
1681 2103.4968465682527 7393.143754945924
1682 5678.65560332882 8913.708376567398
1683 4914.120114195554 2806.9489233408754
1684 6427.121177231199 7255.792247161903
1685 3734.503956438824 8508.085366666215
1686 11174.013239942145 6098.272171007706
1687 12476.528093146402 3319.654394470787
1688 6349.0069275288615 11211.563058675894
1689 2020.7013184062093 11117.820498459394
1690 4496.52520627472 5793.634777083334
1691 100.00000148856125 1694.0013167564198
1692 10950.64409711292 9527.35680827841
1693 6061.958082669514 166.34221139907478
1694 11349.265099850958 8288.886594171747
1695 2662.731231845315 8596.386274791432
1696 11999.184232887836 6493.583971544831
1697 2864.232061240788 792.0514953867461
1698 4749.191427673312 3344.2500307979535
1699 5329.069692796667 8759.471946216841
1700 10080.09442457049 1181.0627304717134
1701 12937.90911021045 8903.947856048266
1702 10578.566378869315 9723.40281954835
1703 10190.000548845286 3874.2060460227963
1704 12825.976369358732 12240.827799178158
1705 11790.004102330719 2894.357753040489
1706 5003.8683836356295 8593.781265733278
1707 11072.882684224076 12534.39076472904
1708 4194.515657672949 12644.186505254756
1709 4173.500524343626 10132.728850394902
1710 8437.976618874703 11751.897456129183
1711 9008.714627189154 2503.3334941542266
1712 5096.349247192939 3945.0531747213477
1713 8207.115273948653 10135.02157482565
1714 9095.21546847466 6822.1147195054655
1715 10923.626743075038 7896.591948408077
1716 8728.764431688422 5553.233400659988
1717 448.4222606826922 5295.994739871073
1718 7743.998026265415 2528.997575757682
1719 10780.048124406616 3504.1999494389006
1720 7496.016098359747 10379.579124426973
1721 4613.659649226632 1889.0144042538086
1722 8550.11930707611 5009.515043911699
1723 10463.161961389593 9846.86218878016
1724 2096.8075260917044 7009.866325206818
1725 8005.293171494224 4222.06633429338
1726 4272.287548901552 2246.7661619864916
1727 10499.700854999646 11248.908675670147
1728 1683.7111808348013 5060.593244936156
1729 6520.27311283712 3984.3922168650565
1730 8662.00518143135 6491.447056292071
1731 10784.739402760877 9634.20734761589
1732 8895.028223551037 84.30082674046969
1733 8827.56943333656 7265.211979267896
1734 12625.453068960946 11144.8202841891
1735 4575.992594985695 10577.709729218202
1736 6055.1498980740325 6350.999247400809
1737 12487.758920113223 12708.498300798743
1738 5240.261422653011 4356.15788474052
1739 1163.365256743706 10927.175701326123
1740 8426.48100765163 12004.020891143704
1741 5253.833175607599 3567.5228880548357
1742 5014.134606057247 3670.6601208429424
1743 12846.702257839153 10185.992295497039
1744 10772.33768639032 429.1685328202502
1745 10260.887955265685 8298.02326311581
1746 11060.84717471107 722.0375095736445
1747 1869.5758888681125 9828.072075915832
1748 12093.69553001198 9386.115754500412
1749 7554.086269096921 12097.234206406698
1750 3892.9569128327666 7872.1010153040115
1751 6584.0290092441355 5872.5410141802495
1752 9601.492829381572 10153.830720312671
1753 3817.6996112539387 4858.453328745356
1754 250.29499297122982 4132.215947545839
1755 10121.548686532471 9023.771127246908
1756 1818.695582211869 6326.121848075275
1757 11387.741693392338 91.40702851357463
1758 8793.833906157171 7721.390021048373
1759 9302.864733604572 4493.729270803514
1760 605.5098601304849 10826.891960182855
1761 2373.077044858656 12683.146501652873
1762 1586.6441685200489 10244.792685254444
1763 6267.7561100252715 3724.5464601172953
1764 9450.288878364752 2346.2169242744003
1765 5195.680910825617 3872.8606876863255
1766 2360.0073155348928 6266.688487968208
1767 691.8161725560095 1791.4165590817106
1768 9772.883996780329 11969.989572101726
1769 8736.866158115601 9598.180563686139
1770 10618.068270165846 3500.217142436591
1771 12427.27622798376 4862.119326292005
1772 5902.628236129857 12543.970125146277
1773 9961.859452412093 12334.160879970692
1774 4132.870130629251 8404.031935981331
1775 7841.908555742472 7988.10110713098
1776 9469.59007563987 12584.166339455409
1777 1588.2771704815136 10600.786698013182
1778 3573.545679031291 2912.007081206259
1779 742.6309117356446 7282.528946421449
1780 7444.9218477737595 10972.456411566749
1781 5448.539423430351 1870.8496949923938
1782 5803.291799370904 6144.860106039247
1783 10462.494372850177 7732.721759921276
1784 991.0223397006722 4613.828785419879
1785 7906.865293768672 11827.489894774266
1786 1560.7217714154517 5195.35459098782
1787 11215.737322754216 11999.025248488964
1788 1170.4867469767144 6263.139620847639
1789 12226.198849151278 8025.671467207096
1790 9748.709726256948 2537.207920100296
1791 10380.771478958426 2895.2164656898217
1792 6247.26837022532 650.5458797143888
1793 4358.149199331659 9179.043200002447
1794 1315.9732342997916 10045.916143233375
1795 5767.9140907842775 3643.0616565680134
1796 8573.205303413884 6799.843153469458
1797 4697.14772172281 2160.776263516529
1798 6129.574601757005 2699.2056809081823
1799 8943.298530678712 12762.723376217726
1800 659.4303687156012 11892.864894951901
1801 10782.633543933835 5997.486371482197
1802 10449.66722849731 1401.2357493745305
1803 1916.321904997522 7682.879619547956
1804 9236.595044344513 4806.262233231432
1805 1187.3216264202713 9845.785931506336
1806 8813.194713356641 1032.0995316633293
1807 12041.121893099 5036.839980207966
1808 9597.107317968042 467.6389354821727
1809 6989.525115313789 2750.0885581198895
1810 9963.94422641987 12679.071595335095
1811 2529.0417544033457 9377.958360493616
1812 12171.02717768346 1614.0086420369269
1813 1064.0925098495886 7988.30079560036
1814 9123.418180593124 5508.255464760809
1815 11390.10976835185 222.98824580698673
1816 9067.108259692546 10672.140053597166
1817 8202.749226716453 786.4717840418766
1818 7533.4939428874 955.3855230962051
1819 6504.772966108313 10967.821433346953
1820 12802.130063581326 12921.933066817382
1821 7821.656501622962 6067.809691177211
1822 8073.465083267515 3270.7682545307675
1823 8312.796016990258 8721.073316851576
1824 11107.779426714294 2984.457880279917
1825 7989.58169301923 9079.691389328898
1826 1404.3994091474547 11946.030042494172
1827 920.4830720391218 9534.343795073131
1828 7075.851900795675 3552.455195307162
1829 7324.347531155383 9265.029511324039
1830 6517.121420056184 1330.7147790960476
1831 3576.6450240708186 8891.337634139505
1832 12793.589483994661 10662.511314351303
1833 12904.207166204498 3306.997486086088
1834 1305.486950159384 5949.15157788631
1835 2970.695171567601 11680.7789949002
1836 5693.782194905526 7468.28995773754
1837 10515.527751194059 1855.223139133594
1838 6025.187792875405 4853.8293311274265
1839 12224.967384412881 4228.41493898627
1840 12655.088651169692 10238.614256355937
1841 1946.976697749379 10782.87883550612
EOF
